RowName,BPClass
Ronin_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Ronin/BP_Ronin_Dark.BP_Ronin_Dark_C
CatMage_Fire,/Game/Pal/Blueprint/Character/Monster/PalActorBP/CatMage/BP_CatMage_Fire.BP_CatMage_Fire_C
FoxMage_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/FoxMage/BP_FoxMage_Dark.BP_FoxMage_Dark_C
SkyDragon_Grass,/Game/Pal/Blueprint/Character/Monster/PalActorBP/SkyDragon/BP_SkyDragon_Grass.BP_SkyDragon_Grass_C
WeaselDragon_Fire,/Game/Pal/Blueprint/Character/Monster/PalActorBP/WeaselDragon/BP_WeaselDragon_Fire.BP_WeaselDragon_Fire_C
BOSS_KingBahamut_Dragon,/Game/Pal/Blueprint/Character/Monster/PalActorBP/KingBahamut/BP_KingBahamut_Dragon_BOSS.BP_KingBahamut_Dragon_BOSS_C
BOSS_HerculesBeetle_Ground,/Game/Pal/Blueprint/Character/Monster/PalActorBP/HerculesBeetle/BP_HerculesBeetle_Ground_BOSS.BP_HerculesBeetle_Ground_BOSS_C
BOSS_Gorilla_Ground,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Gorilla/BP_Gorilla_Ground_BOSS.BP_Gorilla_Ground_BOSS_C
BOSS_HadesBird_Electric,/Game/Pal/Blueprint/Character/Monster/PalActorBP/HadesBird/BP_HadesBird_Electric_BOSS.BP_HadesBird_Electric_BOSS_C
BOSS_MushroomDragon_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/MushroomDragon/BP_MushroomDragon_Dark_BOSS.BP_MushroomDragon_Dark_BOSS_C
BOSS_DarkScorpion_Ground,/Game/Pal/Blueprint/Character/Monster/PalActorBP/DarkScorpion/BP_DarkScorpion_Ground_BOSS.BP_DarkScorpion_Ground_BOSS_C
BOSS_Ronin_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Ronin/BP_Ronin_Dark_BOSS.BP_Ronin_Dark_BOSS_C
BOSS_CatMage_Fire,/Game/Pal/Blueprint/Character/Monster/PalActorBP/CatMage/BP_CatMage_Fire_BOSS.BP_CatMage_Fire_BOSS_C
BOSS_FoxMage_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/FoxMage/BP_FoxMage_Dark_BOSS.BP_FoxMage_Dark_BOSS_C
BOSS_SkyDragon_Grass,/Game/Pal/Blueprint/Character/Monster/PalActorBP/SkyDragon/BP_SkyDragon_Grass_BOSS.BP_SkyDragon_Grass_BOSS_C
RAID_KingBahamut_Dragon,/Game/Pal/Blueprint/Character/Monster/PalActorBP/KingBahamut/BP_KingBahamut_Dragon_RAID.BP_KingBahamut_Dragon_RAID_C
BOSS_SmallArmadillo,/Game/Pal/Blueprint/Character/Monster/PalActorBP/SmallArmadillo/BP_SmallArmadillo_BOSS.BP_SmallArmadillo_BOSS_C
BOSS_MushroomDragon,/Game/Pal/Blueprint/Character/Monster/PalActorBP/MushroomDragon/BP_MushroomDragon_BOSS.BP_MushroomDragon_BOSS_C
BOSS_GuardianDog,/Game/Pal/Blueprint/Character/Monster/PalActorBP/GuardianDog/BP_GuardianDog_BOSS.BP_GuardianDog_BOSS_C
BOSS_DarkAlien,/Game/Pal/Blueprint/Character/Monster/PalActorBP/DarkAlien/BP_DarkAlien_BOSS.BP_DarkAlien_BOSS_C
BOSS_KendoFrog,/Game/Pal/Blueprint/Character/Monster/PalActorBP/KendoFrog/BP_KendoFrog_BOSS.BP_KendoFrog_BOSS_C
BOSS_CandleGhost,/Game/Pal/Blueprint/Character/Monster/PalActorBP/CandleGhost/BP_CandleGhost_BOSS.BP_CandleGhost_BOSS_C
BOSS_MoonQueen,/Game/Pal/Blueprint/Character/Monster/PalActorBP/MoonQueen/BP_BOSS_MoonQueen.BP_BOSS_MoonQueen_C
BOSS_LeafPrincess,/Game/Pal/Blueprint/Character/Monster/PalActorBP/LeafPrincess/BP_LeafPrincess_BOSS.BP_LeafPrincess_BOSS_C
GYM_MoonQueen,/Game/Pal/Blueprint/Character/Monster/PalActorBP/MoonQueen/BP_MoonQueen_Gym.BP_MoonQueen_Gym_C
NPC_MedalTrader,/Game/Pal/Blueprint/Character/NPC/Fat/BP_NPC_MedalTrader.BP_NPC_MedalTrader_C
MimicDog,/Game/Pal/Blueprint/Character/Monster/PalActorBP/MimicDog/BP_MimicDog.BP_MimicDog_C
BOSS_MimicDog,/Game/Pal/Blueprint/Character/Monster/PalActorBP/MimicDog/BP_MimicDog_BOSS.BP_MimicDog_BOSS_C
NPC_Male_Ninja01,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_Ninja01.BP_NPC_Male_Ninja01_C
NPC_Male_NinjaElite01,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_NinjaElite01.BP_NPC_Male_NinjaElite01_C
BOSS_WeaselDragon_Fire,/Game/Pal/Blueprint/Character/Monster/PalActorBP/WeaselDragon/BP_WeaselDragon_Fire_BOSS.BP_WeaselDragon_Fire_BOSS_C
BOSS_WhiteAlienDragon,/Game/Pal/Blueprint/Character/Monster/PalActorBP/WhiteAlienDragon/BP_WhiteAlienDragon_BOSS.BP_WhiteAlienDragon_BOSS_C
IceNarwhal,/Game/Pal/Blueprint/Character/Monster/PalActorBP/IceNarwhal/BP_IceNarwhal.BP_IceNarwhal_C
BOSS_IceNarwhal,/Game/Pal/Blueprint/Character/Monster/PalActorBP/IceNarwhal/BP_IceNarwhal_BOSS.BP_IceNarwhal_BOSS_C
JellyfishFairy,/Game/Pal/Blueprint/Character/Monster/PalActorBP/JellyfishFairy/BP_JellyfishFairy.BP_JellyfishFairy_C
BOSS_JellyfishFairy,/Game/Pal/Blueprint/Character/Monster/PalActorBP/JellyfishFairy/BP_JellyfishFairy_BOSS.BP_JellyfishFairy_BOSS_C
ThunderFluffyBird,/Game/Pal/Blueprint/Character/Monster/PalActorBP/ThunderFluffyBird/BP_ThunderFluffyBird.BP_ThunderFluffyBird_C
BOSS_ThunderFluffyBird,/Game/Pal/Blueprint/Character/Monster/PalActorBP/ThunderFluffyBird/BP_ThunderFluffyBird_BOSS.BP_ThunderFluffyBird_BOSS_C
MoonChild,/Game/Pal/Blueprint/Character/Monster/PalActorBP/MoonChild/BP_MoonChild.BP_MoonChild_C
BOSS_MoonChild,/Game/Pal/Blueprint/Character/Monster/PalActorBP/MoonChild/BP_MoonChild_BOSS.BP_MoonChild_BOSS_C
SnowTigerBeastman,/Game/Pal/Blueprint/Character/Monster/PalActorBP/SnowTigerBeastman/BP_SnowTigerBeastman.BP_SnowTigerBeastman_C
SnakeGirl,/Game/Pal/Blueprint/Character/Monster/PalActorBP/SnakeGirl/BP_SnakeGirl.BP_SnakeGirl_C
BOSS_SnakeGirl,/Game/Pal/Blueprint/Character/Monster/PalActorBP/SnakeGirl/BP_SnakeGirl_BOSS.BP_SnakeGirl_BOSS_C
GhostAnglerFish,/Game/Pal/Blueprint/Character/Monster/PalActorBP/GhostAnglerfish/BP_GhostAnglerfish.BP_GhostAnglerfish_C
BOSS_GhostAnglerFish,/Game/Pal/Blueprint/Character/Monster/PalActorBP/GhostAnglerfish/BP_GhostAnglerfish_BOSS.BP_GhostAnglerfish_BOSS_C
BOSS_NPC_Hunter,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Hunter_Boss.BP_NPC_Hunter_Boss_C
RAID_DarkMechaDragon,/Game/Pal/Blueprint/Character/Monster/PalActorBP/DarkMechaDragon/BP_DarkMechaDragon_RAID.BP_DarkMechaDragon_RAID_C
BOSS_NPC_Hunter_Fat,/Game/Pal/Blueprint/Character/NPC/Fat/BP_NPC_HunterFat_Boss.BP_NPC_HunterFat_Boss_C
BOSS_NPC_Believer,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Believer_BOSS.BP_NPC_Believer_BOSS_C
BOSS_NPC_Police,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Police_BOSS.BP_NPC_Police_BOSS_C
BOSS_NPC_FireCult,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_FireCult_BOSS.BP_NPC_FireCult_BOSS_C
BOSS_NPC_Male_Scientist,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_Scientist_BOSS.BP_NPC_Male_Scientist_BOSS_C
BOSS_NPC_Male_Ninja,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_Ninja01_BOSS.BP_NPC_Male_Ninja01_BOSS_C
BOSS_NPC_Male_NinjaElite,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_NinjaElite01_BOSS.BP_NPC_Male_NinjaElite01_BOSS_C
BOSS_NPC_Female_Soldier,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Female_Soldier_BOSS.BP_NPC_Female_Soldier_BOSS_C
BOSS_NPC_Female_Soldier02,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Female_Soldier02_BOSS.BP_NPC_Female_Soldier02_BOSS_C
BOSS_NPC_Female_Soldier03,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Female_Soldier03_BOSS.BP_NPC_Female_Soldier03_BOSS_C
BOSS_NPC_Female_Soldier04,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Female_Soldier04_BOSS.BP_NPC_Female_Soldier04_BOSS_C
BOSS_NPC_Male_Soldier,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_Soldier_BOSS.BP_NPC_Male_Soldier_BOSS_C
BOSS_NPC_Male_Soldier02,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_Soldier02_BOSS.BP_NPC_Male_Soldier02_BOSS_C
BOSS_NPC_Male_Soldier03,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_Soldier03_BOSS.BP_NPC_Male_Soldier03_BOSS_C
BOSS_NPC_Male_Soldier04,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_Soldier04_BOSS.BP_NPC_Male_Soldier04_BOSS_C
BOSS_NPC_Male_DesertPeople,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_DesertPeople_BOSS.BP_NPC_Male_DesertPeople_BOSS_C
BOSS_NPC_Female_DesertPeople,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Female_DesertPeople_BOSS.BP_NPC_Female_DesertPeople_BOSS_C
BOSS_NPC_Female,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_HumanNormal_BOSS.BP_NPC_HumanNormal_BOSS_C
BOSS_NPC_Female02,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_HumanNormal_Female_2_BOSS.BP_NPC_HumanNormal_Female_2_BOSS_C
BOSS_NPC_Female03,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_HumanNormal_Female_3_BOSS.BP_NPC_HumanNormal_Female_3_BOSS_C
BOSS_NPC_Male,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_HumanNormal_Male_1_BOSS.BP_NPC_HumanNormal_Male_1_BOSS_C
BOSS_NPC_Male02,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_HumanNormal_Male_2_BOSS.BP_NPC_HumanNormal_Male_2_BOSS_C
BOSS_NPC_Male03,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_HumanNormal_Male_3_BOSS.BP_NPC_HumanNormal_Male_3_BOSS_C
BOSS_NPC_Believer_Fat,/Game/Pal/Blueprint/Character/NPC/Fat/BP_NPC_BelieverFat_BOSS.BP_NPC_BelieverFat_BOSS_C
PREDATOR_FairyDragon,/Game/Pal/Blueprint/Character/Monster/PalActorBP/FairyDragon/BP_FairyDragon_BOSS_Predator.BP_FairyDragon_BOSS_Predator_C
AmaterasuWolf_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/AmaterasuWolf/BP_AmaterasuWolf_Dark.BP_AmaterasuWolf_Dark_C
BOSS_AmaterasuWolf_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/AmaterasuWolf/BP_AmaterasuWolf_Dark_BOSS.BP_AmaterasuWolf_Dark_BOSS_C
BerryGoat_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/BerryGoat/BP_BerryGoat_Dark.BP_BerryGoat_Dark_C
BOSS_BerryGoat_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/BerryGoat/BP_BerryGoat_Dark_BOSS.BP_BerryGoat_Dark_BOSS_C
FengyunDeeper_Electric,/Game/Pal/Blueprint/Character/Monster/PalActorBP/FengyunDeeper/BP_FengyunDeeper_Electric.BP_FengyunDeeper_Electric_C
BOSS_FengyunDeeper_Electric,/Game/Pal/Blueprint/Character/Monster/PalActorBP/FengyunDeeper/BP_FengyunDeeper_Electric_BOSS.BP_FengyunDeeper_Electric_BOSS_C
Horus_Water,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Horus/BP_Horus_Water.BP_Horus_Water_C
BOSS_Horus_Water,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Horus/BP_Horus_Water_BOSS.BP_Horus_Water_BOSS_C
KendoFrog_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/KendoFrog/BP_KendoFrog_Dark.BP_KendoFrog_Dark_C
BOSS_KendoFrog_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/KendoFrog/BP_KendoFrog_Dark_BOSS.BP_KendoFrog_Dark_BOSS_C
Kitsunebi_Ice,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Kitsunebi/BP_Kitsunebi_Ice.BP_Kitsunebi_Ice_C
BOSS_Kitsunebi_Ice,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Kitsunebi/BP_Kitsunebi_Ice_BOSS.BP_Kitsunebi_Ice_BOSS_C
RaijinDaughter_Water,/Game/Pal/Blueprint/Character/Monster/PalActorBP/RaijinDaughter/BP_RaijinDaughter_Water.BP_RaijinDaughter_Water_C
BOSS_RaijinDaughter_Water,/Game/Pal/Blueprint/Character/Monster/PalActorBP/RaijinDaughter/BP_RaijinDaughter_Water_BOSS.BP_RaijinDaughter_Water_BOSS_C
WereWolf_Ice,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Werewolf/BP_Werewolf_Ice.BP_Werewolf_Ice_C
BOSS_Werewolf_Ice,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Werewolf/BP_Werewolf_Ice_BOSS.BP_Werewolf_Ice_BOSS_C
WhiteTiger_Ground,/Game/Pal/Blueprint/Character/Monster/PalActorBP/WhiteTiger/BP_WhiteTiger_Ground.BP_WhiteTiger_Ground_C
BOSS_WhiteTiger_Ground,/Game/Pal/Blueprint/Character/Monster/PalActorBP/WhiteTiger/BP_WhiteTiger_Ground_BOSS.BP_WhiteTiger_Ground_BOSS_C
PREDATOR_ThunderDog,/Game/Pal/Blueprint/Character/Monster/PalActorBP/ThunderDog/BP_ThunderDog_BOSS_Predator.BP_ThunderDog_BOSS_Predator_C
PREDATOR_LazyDragon,/Game/Pal/Blueprint/Character/Monster/PalActorBP/LazyDragon/BP_LazyDragon_BOSS_Predator.BP_LazyDragon_BOSS_Predator_C
PREDATOR_BirdDragon,/Game/Pal/Blueprint/Character/Monster/PalActorBP/BirdDragon/BP_BirdDragon_BOSS_Predator.BP_BirdDragon_BOSS_Predator_C
PREDATOR_GrassPanda,/Game/Pal/Blueprint/Character/Monster/PalActorBP/GrassPanda/BP_GrassPanda_BOSS_Predator.BP_GrassPanda_BOSS_Predator_C
PREDATOR_PinkLizard,/Game/Pal/Blueprint/Character/Monster/PalActorBP/PinkLizard/BP_PinkLizard_BOSS_Predator.BP_PinkLizard_BOSS_Predator_C
PREDATOR_Garm,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Garm/BP_Garm_BOSS_Predator.BP_Garm_BOSS_Predator_C
PREDATOR_SifuDog,/Game/Pal/Blueprint/Character/Monster/PalActorBP/SifuDog/BP_SifuDog_BOSS_Predator.BP_SifuDog_BOSS_Predator_C
PREDATOR_Gorilla,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Gorilla/BP_Gorilla_BOSS_Predator.BP_Gorilla_BOSS_Predator_C
PREDATOR_RedArmorBird,/Game/Pal/Blueprint/Character/Monster/PalActorBP/RedArmorBird/BP_RedArmorBird_BOSS_Predator.BP_RedArmorBird_BOSS_Predator_C
PREDATOR_GhostBeast,/Game/Pal/Blueprint/Character/Monster/PalActorBP/GhostBeast/BP_GhostBeast_BOSS_Predator.BP_GhostBeast_BOSS_Predator_C
PREDATOR_FlowerDinosaur,/Game/Pal/Blueprint/Character/Monster/PalActorBP/FlowerDinosaur/BP_FlowerDinosaur_BOSS_Predator.BP_FlowerDinosaur_BOSS_Predator_C
PREDATOR_VolcanicMonster_Ice,/Game/Pal/Blueprint/Character/Monster/PalActorBP/VolcanicMonster/BP_VolcanicMonster_Ice_BOSS_Predator.BP_VolcanicMonster_Ice_BOSS_Predator_C
PREDATOR_DrillGame,/Game/Pal/Blueprint/Character/Monster/PalActorBP/DrillGame/BP_DrillGame_BOSS_Predator.BP_DrillGame_BOSS_Predator_C
PREDATOR_Umihebi_Fire,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Umihebi/BP_Umihebi_Fire_BOSS_Predator.BP_Umihebi_Fire_BOSS_Predator_C
PREDATOR_FeatherOstrich,/Game/Pal/Blueprint/Character/Monster/PalActorBP/FeatherOstrich/BP_FeatherOstrich_BOSS_Predator.BP_FeatherOstrich_BOSS_Predator_C
PREDATOR_ScorpionMan,/Game/Pal/Blueprint/Character/Monster/PalActorBP/ScorpionMan/BP_ScorpionMan_BOSS_Predator.BP_ScorpionMan_BOSS_Predator_C
PREDATOR_AmaterasuWolf,/Game/Pal/Blueprint/Character/Monster/PalActorBP/AmaterasuWolf/BP_AmaterasuWolf_BOSS_Predator.BP_AmaterasuWolf_BOSS_Predator_C
PREDATOR_Yeti,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Yeti/BP_Yeti_BOSS_Predator.BP_Yeti_BOSS_Predator_C
PREDATOR_Manticore_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Manticore/BP_Manticore_Dark_BOSS_Predator.BP_Manticore_Dark_BOSS_Predator_C
PREDATOR_MushroomDragon,/Game/Pal/Blueprint/Character/Monster/PalActorBP/MushroomDragon/BP_MushroomDragon_BOSS_Predator.BP_MushroomDragon_BOSS_Predator_C
PREDATOR_WhiteTiger_Ground,/Game/Pal/Blueprint/Character/Monster/PalActorBP/WhiteTiger/BP_WhiteTiger_Ground_BOSS_Predator.BP_WhiteTiger_Ground_BOSS_Predator_C
PREDATOR_Horus_Water,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Horus/BP_Horus_Water_BOSS_Predator.BP_Horus_Water_BOSS_Predator_C
PREDATOR_Werewolf_Ice,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Werewolf/BP_Werewolf_Ice_BOSS_Predator.BP_Werewolf_Ice_BOSS_Predator_C
BOSS_DarkMechaDragon,/Game/Pal/Blueprint/Character/Monster/PalActorBP/DarkMechaDragon/BP_DarkMechaDragon_BOSS.BP_DarkMechaDragon_BOSS_C
BOSS_GhostRabbit,/Game/Pal/Blueprint/Character/Monster/PalActorBP/GhostRabbit/BP_GhostRabbit_BOSS.BP_GhostRabbit_BOSS_C
BOSS_NightBlueHorse,/Game/Pal/Blueprint/Character/Monster/PalActorBP/NightBlueHorse/BP_NightBlueHorse_BOSS.BP_NightBlueHorse_BOSS_C
BOSS_WhiteShieldDragon,/Game/Pal/Blueprint/Character/Monster/PalActorBP/WhiteShieldDragon/BP_WhiteShieldDragon_BOSS.BP_WhiteShieldDragon_BOSS_C
BOSS_BlackPuppy,/Game/Pal/Blueprint/Character/Monster/PalActorBP/BlackPuppy/BP_BlackPuppy_BOSS.BP_BlackPuppy_BOSS_C
BOSS_WhiteDeer,/Game/Pal/Blueprint/Character/Monster/PalActorBP/WhiteDeer/BP_WhiteDeer_BOSS.BP_WhiteDeer_BOSS_C
BOSS_MysteryMask,/Game/Pal/Blueprint/Character/Monster/PalActorBP/MysteryMask/BP_MysteryMask_BOSS.BP_MysteryMask_BOSS_C
BOSS_GrimGirl,/Game/Pal/Blueprint/Character/Monster/PalActorBP/GrimGirl/BP_GrimGirl_BOSS.BP_GrimGirl_BOSS_C
BOSS_PurpleSpider,/Game/Pal/Blueprint/Character/Monster/PalActorBP/PurpleSpider/BP_PurpleSpider_BOSS.BP_PurpleSpider_BOSS_C
BOSS_BlueThunderHorse,/Game/Pal/Blueprint/Character/Monster/PalActorBP/BlueThunderHorse/BP_BlueThunderHorse_BOSS.BP_BlueThunderHorse_BOSS_C
BOSS_SnowTigerBeastman,/Game/Pal/Blueprint/Character/Monster/PalActorBP/SnowTigerBeastman/BP_SnowTigerBeastman_BOSS.BP_SnowTigerBeastman_BOSS_C
PREDATOR_PurpleSpider,/Game/Pal/Blueprint/Character/Monster/PalActorBP/PurpleSpider/BP_PurpleSpider_BOSS_Predator.BP_PurpleSpider_BOSS_Predator_C
PREDATOR_MysteryMask,/Game/Pal/Blueprint/Character/Monster/PalActorBP/MysteryMask/BP_MysteryMask_BOSS_Predator.BP_MysteryMask_BOSS_Predator_C
PREDATOR_NightBlueHorse,/Game/Pal/Blueprint/Character/Monster/PalActorBP/NightBlueHorse/BP_NightBlueHorse_BOSS_Predator.BP_NightBlueHorse_BOSS_Predator_C
PREDATOR_GoldenHorse,/Game/Pal/Blueprint/Character/Monster/PalActorBP/GoldenHorse/BP_GoldenHorse_BOSS_Predator.BP_GoldenHorse_BOSS_Predator_C
PREDATOR_GrimGirl,/Game/Pal/Blueprint/Character/Monster/PalActorBP/GrimGirl/BP_GrimGirl_BOSS_Predator.BP_GrimGirl_BOSS_Predator_C
SUMMON_DarkAlien,/Game/Pal/Blueprint/Character/Monster/PalActorBP/DarkAlien/BP_DarkAlien_Summon.BP_DarkAlien_Summon_C
SUMMON_WhiteAlienDragon,/Game/Pal/Blueprint/Character/Monster/PalActorBP/WhiteAlienDragon/BP_WhiteAlienDragon_Summon.BP_WhiteAlienDragon_Summon_C
NPC_VikingElite,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_VikingElite.BP_NPC_VikingElite_C
NPC_Recruiter,/Game/Pal/Blueprint/Character/NPC/Shop/BP_NPC_Recruiter.BP_NPC_Recruiter_C
NPC_Viking,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Viking.BP_NPC_Viking_C
NPC_Doctor,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Doctor.BP_NPC_Doctor_C
GYM_SnowTigerBeastman,/Game/Pal/Blueprint/Character/Monster/PalActorBP/SnowTigerBeastman/BP_SnowTigerBeastman_GYM.BP_SnowTigerBeastman_GYM_C
BOSS_NPC_Viking,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Viking_BOSS.BP_NPC_Viking_BOSS_C
BOSS_NPC_VikingElite,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_VikingElite_BOSS.BP_NPC_VikingElite_BOSS_C
BOSS_NPC_Police_Old,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Police_old_BOSS.BP_NPC_Police_old_BOSS_C
BOSS_NPC_DarkTrader,/Game/Pal/Blueprint/Character/NPC/Fat/BP_NPC_DarkTrader_BOSS.BP_NPC_DarkTrader_BOSS_C
BOSS_Male_Trader01,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_Trader_BOSS.BP_NPC_Male_Trader_BOSS_C
BOSS_Male_Trader02,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_Trader_2_BOSS.BP_NPC_Male_Trader_2_BOSS_C
BOSS_Male_Trader03,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Male_Trader_3_BOSS.BP_NPC_Male_Trader_3_BOSS_C
PREDATOR_HadesBird_Electric,/Game/Pal/Blueprint/Character/Monster/PalActorBP/HadesBird/BP_HadesBird_Electric_BOSS_Predator.BP_HadesBird_Electric_BOSS_Predator_C
PREDATOR_Ronin_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Ronin/BP_Ronin_Dark_BOSS_Predator.BP_Ronin_Dark_BOSS_Predator_C
PREDATOR_CandleGhost,/Game/Pal/Blueprint/Character/Monster/PalActorBP/CandleGhost/BP_CandleGhost_BOSS_Predator.BP_CandleGhost_BOSS_Predator_C
PREDATOR_Baphomet_Dark,/Game/Pal/Blueprint/Character/Monster/PalActorBP/Baphomet/BP_Baphomet_Dark_BOSS_Predator.BP_Baphomet_Dark_BOSS_Predator_C
NPC_Female_Presenter01,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Female_Presenter01.BP_NPC_Female_Presenter01_C
PinkRabbit_Grass,/Game/Pal/Blueprint/Character/Monster/PalActorBP/PinkRabbit/BP_PinkRabbit_Grass.BP_PinkRabbit_Grass_C
BOSS_PinkRabbit_Grass,/Game/Pal/Blueprint/Character/Monster/PalActorBP/PinkRabbit/BP_PinkRabbit_Grass_BOSS.BP_PinkRabbit_Grass_BOSS_C
NPC_EmoteTester,/Game/Pal/Blueprint/Character/NPC/Normal/Emote/BP_NPC_EmoteTester.BP_NPC_EmoteTester_C
NPC_SalesPerson_Caravan_01,/Game/Pal/Blueprint/Character/NPC/Shop/BP_NPC_SalesPerson_Caravan_01.BP_NPC_SalesPerson_Caravan_01_C
NPC_Reward_Emote_GeneralRnd,/Game/Pal/Blueprint/Character/NPC/Normal/Emote/BP_NPC_Reward_Emote_GeneralRnd.BP_NPC_Reward_Emote_GeneralRnd_C
NPC_FoodRequire_1,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_FoodRequire_1.BP_NPC_FoodRequire_1_C
NPC_PalDisplay_1,/Game/Pal/Blueprint/Character/NPC/Normal/PalDisplay/BP_NPC_PalDisplay_1.BP_NPC_PalDisplay_1_C
NPC_BountyTrader,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_BountyTrader.BP_NPC_BountyTrader_C
NPC_SalesPerson_Caravan_02,/Game/Pal/Blueprint/Character/NPC/Shop/BP_NPC_SalesPerson_Caravan_02.BP_NPC_SalesPerson_Caravan_02_C
NPC_SalesPerson_Caravan_03,/Game/Pal/Blueprint/Character/NPC/Shop/BP_NPC_SalesPerson_Caravan_03.BP_NPC_SalesPerson_Caravan_03_C
NPC_Ambassador01,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Ambassador01.BP_NPC_Ambassador01_C
NPC_Blacksmith01,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Blacksmith01.BP_NPC_Blacksmith01_C
NPC_Epicure01,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Epicure01.BP_NPC_Epicure01_C
NPC_Escort_Warrior01,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Escort_Warrior01.BP_NPC_Escort_Warrior01_C
NPC_Escort_PalTamer01,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Escort_PalTamer01.BP_NPC_Escort_PalTamer01_C
NPC_Reward_Food,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Reward_Food.BP_NPC_Reward_Food_C
NPC_Reward_Paldex,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Reward_Paldex.BP_NPC_Reward_Paldex_C
NPC_Reward_BossDefeat,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Reward_BossDefeat.BP_NPC_Reward_BossDefeat_C
NPC_Reward_PalCaptureCount,/Game/Pal/Blueprint/Character/NPC/Normal/BP_NPC_Reward_PalCaptureCount.BP_NPC_Reward_PalCaptureCount_C
